Producing: JOB Id = 95, Burst Time = 45, Remaining Time = 45, Priority = 7 (Jobs Produced = 96, Jobs in buffer = 2)
Producing: JOB Id = 96, Burst Time = 31, Remaining Time = 31, Priority = 3 (Jobs Produced = 97, Jobs in buffer = 3)
Producing: JOB Id = 97, Burst Time = 60, Remaining Time = 60, Priority = 8 (Jobs Produced = 98, Jobs in buffer = 4)
Producing: JOB Id = 98, Burst Time = 49, Remaining Time = 49, Priority = 1 (Jobs Produced = 99, Jobs in buffer = 5)
Producing: JOB Id = 99, Burst Time = 16, Remaining Time = 16, Priority = 9 (Jobs Produced = 100, Jobs in buffer = 6)
Thread 0 removes: JOB ID: 98, Start time = 0, End time = 49, Priority = 1, Remaining Time = 0
Thread 0 removes: JOB ID: 96, Start time = 49, End time = 80, Priority = 3, Remaining Time = 0
Thread 0 removes: JOB ID: 94, Start time = 80, End time = 134, Priority = 5, Remaining Time = 0
Thread 0 removes: JOB ID: 95, Start time = 134, End time = 179, Priority = 7, Remaining Time = 0
Thread 0 removes: JOB ID: 97, Start time = 179, End time = 239, Priority = 8, Remaining Time = 0
Thread 0 removes: JOB ID: 99, Start time = 239, End time = 255, Priority = 9, Remaining Time = 0
sSync = 1, sDelay = 0

